Added At,Added By,Explicit,Genres,Popularity,Record Label,Release Date,acousticness,album,artists,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,name,speechiness,tempo,time_signature,uri,valence
2026-01-02T09:03:57Z,astrid.verschraege,False,"new wave,madchester,jangle pop",82,WM UK,1984,0.028,Hatful of Hollow,The Smiths,0.609,215760,0.759,0.0,6,0.183,-4.862,1,Heaven Knows I'm Miserable Now - 2011 Remaster,0.0276,114.045,4,spotify:track:1xaTREM89RbIxkcjlpf4Uw,0.774
2026-01-02T09:03:57Z,astrid.verschraege,False,"jangle pop,alternative rock,rock",0,Craft Recordings,2019-10-11,0.254,Let Me In (Remix),R.E.M.,0.166,188453,0.436,0.0,7,0.227,-7.722,1,Let Me In - Remix,0.0437,139.3,5,spotify:track:33lyTbqQzzmd6AJB30tDgL,0.537
2026-01-02T09:03:57Z,astrid.verschraege,False,"french jazz,french pop",39,Believe,2007-04-16,0.34,Keren Ann,Keren Ann,0.626,283680,0.471,0.538,1,0.149,-8.29,1,Lay Your Head Down,0.024,102.094,4,spotify:track:40sURqBEuR78mPe1vY3IAs,0.26
2026-01-02T09:03:57Z,astrid.verschraege,False,art rock,45,Real World Productions Ltd.,1977,0.533,Peter Gabriel 1: Car (Remastered),Peter Gabriel,0.447,339000,0.322,4.29e-06,1,0.0954,-10.099,0,Here Comes The Flood,0.032,128.746,4,spotify:track:6l6b7epmL1Eg7ZlxYqMVed,0.102
2026-01-02T09:03:57Z,astrid.verschraege,False,singer-songwriter,55,Columbia/Legacy,1974-08-11,0.872,New Skin For The Old Ceremony,Leonard Cohen,0.459,157456,0.152,0.00263,9,0.0541,-15.176,0,Who by Fire,0.0324,77.652,4,spotify:track:1JZ2NQMaA9oy4UeTI4oQcP,0.228
2026-01-02T09:03:57Z,astrid.verschraege,False,"folk rock,folk",72,Columbia,1964-10-19,0.837,"Wednesday Morning, 3 A.M.",Simon & Garfunkel,0.525,189432,0.216,0.0,6,0.107,-13.551,1,The Sound of Silence - Acoustic Version,0.0301,106.761,4,spotify:track:5y788ya4NvwhBznoDIcXwK,0.328
2026-01-02T09:03:57Z,astrid.verschraege,False,baroque pop,51,Jeepster Recordings Ltd,1998-09-07,0.138,The Boy With the Arab Strap,Belle and Sebastian,0.627,298133,0.518,0.608,1,0.0478,-9.141,0,Sleep the Clock Around,0.0412,77.502,4,spotify:track:2WXuEYmzKaQQJbrhLnYYJV,0.618
2026-01-02T09:03:57Z,astrid.verschraege,False,"trip hop,electroclash,art pop",0,"Mute, a BMG Company",2008-02-25,0.661,Seventh Tree,Goldfrapp,0.554,198560,0.418,0.257,8,0.106,-11.581,1,A&E,0.0262,105.985,4,spotify:track:0XVlp2oAeLlu2RWi4A2oqL,0.247
2026-01-02T09:03:57Z,astrid.verschraege,False,"downtempo,trip hop",0,"Mute, a BMG Company",1999-05-17,0.00106,Play,Moby,0.338,263560,0.597,0.157,7,0.0846,-8.048,1,Why Does My Heart Feel so Bad?,0.0515,97.884,4,spotify:track:3llxqT4IdBS7i2CCIPImww,0.0393
2026-01-02T09:03:57Z,astrid.verschraege,False,singer-songwriter,60,DreamWorks,1998-08-25,0.395,XO,Elliott Smith,0.633,280106,0.49,6.92e-05,10,0.0886,-7.668,1,Waltz #2 (XO),0.0255,132.178,3,spotify:track:5AMrnF761nziCWUfjBgRUI,0.66
2026-01-02T09:03:57Z,astrid.verschraege,False,,25,Play It Again Sam,2010-04-06,0.561,Harper Simon,Harper Simon,0.539,180066,0.572,0.0041,7,0.263,-8.188,1,Wishes and Stars,0.0264,98.983,4,spotify:track:0WnjhIMj5E1fmOb8871CY2,0.528
2026-01-02T09:03:57Z,astrid.verschraege,False,,36,sevenfoursevensix,2022-10-21,0.593,Figure in a Landscape,Paul Thomas Saunders,0.386,278906,0.711,0.258,0,0.197,-6.578,1,I'll Come Running,0.0358,142.967,4,spotify:track:1b2noys3aqkIiznUza7I6R,0.246
2026-01-02T09:03:57Z,astrid.verschraege,False,"slowcore,singer-songwriter",37,Matador,2006-01-23,0.988,The Greatest,Cat Power,0.251,173333,0.097,0.00817,0,0.0701,-15.176,1,Where Is My Love,0.0323,52.39,3,spotify:track:6pCT7vFs7rtNdbloPnRPyK,0.18
2026-01-02T09:03:57Z,astrid.verschraege,False,singer-songwriter,66,Universal Music,1997-02-25,0.929,Either/Or,Elliott Smith,0.522,141280,0.074,0.765,7,0.108,-23.625,0,Between The Bars,0.0598,135.298,3,spotify:track:52Bg6oaos7twR7IUtEpqcE,0.342
2026-01-02T09:03:57Z,astrid.verschraege,False,"classical,orchestral",1,Polydor,2016-10-14,0.869,Falling In Love,André Rieu;Johann Strauss Orchestra,0.0849,222133,0.181,0.809,7,0.255,-13.797,0,"Love Theme - From ""Romeo And Juliet""",0.0404,57.917,3,spotify:track:1Fq63CuLwOXuND1ycnMerz,0.0754
2026-01-02T09:03:57Z,astrid.verschraege,False,"classic country,outlaw country,country",75,American Recordings Catalog P&D,2002-01-01,0.649,American IV: The Man Comes Around,Johnny Cash,0.534,216533,0.392,0.000227,9,0.0948,-7.636,0,Hurt,0.0267,90.379,4,spotify:track:28cnXtME493VX9NOw9cIUh,0.163
2026-01-02T09:03:57Z,astrid.verschraege,False,"folk rock,folk",58,Columbia,1966-01-17,0.423,Sounds Of Silence,Simon & Garfunkel,0.66,169271,0.611,1.11e-05,0,0.107,-10.309,1,I Am a Rock,0.0392,113.898,4,spotify:track:0byOqNZN9ailhoORv5Ps0Z,0.749
2026-01-02T09:03:57Z,astrid.verschraege,False,,0,Lil' Chief Records,2015-10-23,0.00688,A Little Night Music,Jonathan Bree,0.542,231712,0.712,0.662,9,0.163,-7.303,0,Weird Hardcore,0.0331,148.085,4,spotify:track:0pzOwHcFiHl89KH5XdEvRY,0.297
2026-01-02T09:03:57Z,astrid.verschraege,False,,0,Peermusic France,2001-12-12,0.887,Winged Migration (Original Motion Picture Soundtrack),Nick Cave,0.535,239185,0.388,7.44e-05,4,0.238,-9.844,0,To Be By Your Side,0.0323,143.613,4,spotify:track:58gn5gg9fpam1eQB0MLHe2,0.202
2026-01-02T09:03:57Z,astrid.verschraege,False,,0,Lil' Chief Records,2018-06-08,0.0551,Sleepwalking,Jonathan Bree,0.49,138000,0.48,0.935,4,0.0896,-9.089,0,Roller Disco,0.0282,120.091,4,spotify:track:5lte2Keo1MP1n69sWKvgrV,0.115
2026-01-02T09:03:57Z,astrid.verschraege,False,indie pop,55,Orla Gartland,2019-02-08,0.507,Why Am I Like This?,Orla Gartland,0.63,212713,0.423,2.24e-06,2,0.219,-7.705,1,Why Am I Like This?,0.0318,90.019,4,spotify:track:0z29wv0x2IXrpWxNgICET7,0.319
2026-01-02T09:03:57Z,astrid.verschraege,False,,1,"Mute, a BMG Company",2004-09-20,0.513,Abattoir Blues / The Lyre of Orpheus,Nick Cave & The Bad Seeds,0.484,411386,0.554,0.00207,4,0.0533,-7.064,0,O Children,0.0324,121.619,4,spotify:track:29FQEJUtBAnxWEkux39d7I,0.235
2026-01-02T09:03:57Z,astrid.verschraege,False,dream pop,13,Partisan Records,2017-06-09,0.0205,Cigarettes After Sex,Cigarettes After Sex,0.369,290616,0.468,0.566,5,0.109,-9.013,1,Apocalypse,0.0273,94.434,4,spotify:track:0yc6Gst2xkRu0eMLeRMGCX,0.18
2026-01-02T09:03:57Z,astrid.verschraege,False,,17,Wildfire Records and Publishing,2020-05-22,0.977,Seeing the Light,Phamie Gow,0.258,282553,0.149,0.863,9,0.0913,-17.274,0,Seeing the Light,0.0381,128.156,4,spotify:track:74YBWfGP9ROTdDMnZOqFCv,0.0868
2026-01-02T09:03:57Z,astrid.verschraege,False,"downtempo,electronica,trip hop,melodic techno",28,Dog Triumph,2022-08-19,0.839,Profound Mysteries II,Röyksopp;Jamie Irrepressible,0.475,299920,0.193,0.344,0,0.115,-17.147,0,Sorry,0.0279,92.946,4,spotify:track:4UpZjMN05lQTJGXQuS3sTv,0.0784
2026-01-02T09:03:57Z,astrid.verschraege,False,,21,[PIAS] Recordings Belgium,2025-02-21,0.966,Enjoy The Silence,Naima Joris;Vitja Pauwels,0.158,284613,0.028,0.398,9,0.113,-17.884,0,Where Flamingos Fly,0.0407,76.284,4,spotify:track:0BVxORdMG531VaxJJfEfbA,0.0375
2026-01-02T09:03:57Z,astrid.verschraege,False,,30,Play It Again Sam,2009-04-12,0.986,Lovetune for Vacuum,Soap&Skin,0.665,147146,0.186,0.78,11,0.191,-13.293,1,Mr. Gaunt PT 1000,0.0343,105.319,4,spotify:track:70suKmT0f6aEAUm1oKkCX7,0.205
2026-01-02T09:03:57Z,astrid.verschraege,False,,64,Megaphonic,2005,0.896,Speak for Yourself (Deluxe Version),Imogen Heap,0.447,268488,0.17,0.0,9,0.195,-11.492,1,Hide and Seek,0.0732,121.086,4,spotify:track:2tej1KSqNuxwywIpY1rDRc,0.106
2026-01-02T09:03:57Z,astrid.verschraege,False,,39,Saddle Creek,2018-08-10,0.921,At Weddings,Tomberlin,0.31,202616,0.253,6.59e-06,10,0.0972,-12.303,1,Any Other Way,0.0299,176.404,4,spotify:track:2O2A2kGaLJ3u2GQ4Gn4Lu3,0.371
2026-01-02T09:03:57Z,astrid.verschraege,False,,44,naïve,2008-11-10,0.885,Gee Whiz but This Is a Lonesome Town (The Drifting Letter Office Archive),Moriarty,0.896,123053,0.124,1.46e-06,4,0.114,-14.978,0,Enjoy the Silence,0.0413,99.916,4,spotify:track:1XGAWEMIzbL8JiLBvhDhBw,0.719
2026-01-02T09:03:57Z,astrid.verschraege,False,"alt country,americana,indie rock",47,Nonesuch,2009,0.278,Wilco (The Album),Wilco,0.707,204706,0.533,2.7e-05,8,0.19,-11.592,1,You and I,0.0322,122.196,4,spotify:track:5i57BBhq5eNVS5cBkDD69j,0.561
2026-01-02T09:03:57Z,astrid.verschraege,False,"variété française,chanson,french pop,french house",62,Universal Music Division Barclay,2001-01-01,0.713,Des visages des figures,Noir Désir,0.669,288693,0.702,0.0408,4,0.119,-10.616,0,Le vent nous portera,0.0582,105.232,4,spotify:track:2ZQVJD9I6GCqXmkmMuEoLa,0.793
2026-01-02T09:03:57Z,astrid.verschraege,False,,52,Parlophone UK,2006,0.835,Hurricane Glass,Catherine Feeny,0.456,154600,0.386,0.108,10,0.389,-10.293,1,Mr Blue,0.032,165.733,4,spotify:track:6ta5yavnnEfCE4faU0jebM,0.612
2026-01-02T09:03:57Z,astrid.verschraege,False,"french jazz,chanson",60,EMI,2002-01-01,0.86,Quelqu'un M'a Dit,Carla Bruni,0.565,166226,0.412,0.00158,10,0.114,-10.73,1,Quelqu'un m'a dit,0.049,133.485,3,spotify:track:6w9Pf2VV4kZNcExAjcG2hw,0.409
2026-01-02T09:03:57Z,astrid.verschraege,False,art pop,0,Editions Milan Music,2014-01-01,0.979,Son of a Gun (Original Motion Picture Soundtrack),Sol Seppy,0.35,375786,0.0775,0.00103,10,0.061,-14.485,1,Enter One,0.0374,96.54,4,spotify:track:26pC4BgyjdRIeieIcGqLcw,0.077
2026-01-02T09:03:57Z,astrid.verschraege,False,"folk,singer-songwriter",40,Columbia/Legacy,1973,0.541,Attempted Mustache,Loudon Wainwright III,0.566,177706,0.168,0.0349,0,0.107,-16.778,1,Lullaby,0.0387,115.643,4,spotify:track:6oVt9GBbquoFDz3VTPFe1e,0.282
2026-01-02T09:04:19Z,astrid.verschraege,False,"celtic,mediaeval",0,re:discover songs,2013-02-11,0.991,Itsumo Nando Demo (Always With Me),Erutan,0.423,247472,0.067,0.000362,4,0.0802,-18.604,1,Itsumo Nando Demo (Always With Me),0.0433,126.68,3,spotify:track:1APw3y3PHlXdFkwExlORi0,0.438
2026-01-02T09:04:19Z,astrid.verschraege,False,"downtempo,electronica,trip hop",61,Parlophone (France),2005-06-22,0.185,The Understanding,Röyksopp,0.704,317173,0.927,0.108,9,0.325,-7.157,1,What Else Is There?,0.0437,114.995,4,spotify:track:2cTOee6bTauDFK1QuDS1BD,0.342
2026-01-02T09:04:19Z,astrid.verschraege,False,,34,Rhino,2007-02-26,0.847,The Platinum Collection,Mary Coughlan,0.27,273319,0.313,0.0023,7,0.0701,-12.098,1,Ancient Rain,0.0485,179.805,3,spotify:track:0pEGccrrTryB6DxjHRfYA0,0.117
2026-01-02T09:04:19Z,astrid.verschraege,False,"downtempo,trip hop",0,"Mute, a BMG Company",2002-05-13,0.158,18,Moby,0.404,192693,0.459,0.66,11,0.0818,-8.323,0,One of These Mornings,0.034,91.323,4,spotify:track:1PfghsEk6A9RdLCRT5tlIV,0.0475
2026-01-02T09:04:19Z,astrid.verschraege,False,"folk rock,folk,traditional folk,celtic rock,celtic",0,Castle Communications,1970-06-01,0.372,Hark! The Village Wait,Steeleye Span,0.625,358013,0.393,0.00309,1,0.104,-9.785,1,The Dark-Eyed Sailor,0.0256,103.563,4,spotify:track:3zYIjPQ9OQbO1s9LiPq9cc,0.533
2026-01-02T09:04:19Z,astrid.verschraege,False,"psychedelic rock,acid rock",49,RCA/BMG Heritage,1967,0.804,Surrealistic Pillow,Jefferson Airplane,0.293,112093,0.354,0.919,2,0.154,-14.026,1,Embryonic Journey,0.0282,107.642,4,spotify:track:2zbGXr2XCcRR40R7ymEENc,0.487
2026-01-02T09:04:19Z,astrid.verschraege,False,"trip hop,downtempo",53,Parlophone (France),1998-01-16,0.644,Moon Safari,Air,0.307,219040,0.462,0.606,8,0.0905,-11.878,1,Ce matin-là,0.031,101.822,4,spotify:track:7yieArGOFIdoGJv1V8hDr2,0.151
2026-01-02T09:04:19Z,astrid.verschraege,False,"krautrock,proto-punk,space rock,art rock,avant-garde",32,Grönland Records,1975,0.0504,NEU! 75,NEU!,0.542,306600,0.933,0.806,0,0.0942,-12.091,1,ISI,0.0351,141.571,4,spotify:track:0vKwN94q5JCFZZjpOggTkg,0.27
2026-01-02T09:04:19Z,astrid.verschraege,False,trip hop,72,Parlophone UK,2010-03-03,0.181,Plastic Beach,Gorillaz;Little Dragon,0.601,283573,0.772,0.0543,0,0.0928,-4.137,0,Empire Ants (feat. Little Dragon),0.031,99.445,4,spotify:track:3a6PN6BRB8PP3ms48s7kU1,0.294
2026-01-02T09:04:19Z,astrid.verschraege,False,swedish pop,47,Universal Music AB,2002-01-01,0.137,There's Only Now (Bonus Version),Eskobar;Heather Nova,0.612,211560,0.501,0.0,1,0.0904,-7.394,1,Someone New,0.0287,109.989,4,spotify:track:6AAg8xwJkN4EWVUkd6zSBI,0.528
2026-01-02T09:04:19Z,astrid.verschraege,False,minimalism,27,EG Records,1996-01-01,0.736,"Preludes, Airs And Yodels (A Penguin Cafe Primer)",Penguin Cafe Orchestra,0.604,289733,0.56,0.692,2,0.102,-10.637,1,Dirt,0.0461,163.805,4,spotify:track:3xOIq1yBsOQ1QWDITkCxsg,0.966
2026-01-02T09:04:19Z,astrid.verschraege,False,"soundtrack,japanese vgm,japanese classical",44,スクウェア・エニックス,2001-08-01,0.889,FINAL FANTASY X Original Soundtrack,Nobuo Uematsu,0.628,169026,0.297,0.851,5,0.0858,-16.079,1,Spira Unplugged,0.0675,111.884,4,spotify:track:1ZpFAnggGRjqXbDynGp7AL,0.58
2026-01-02T09:04:19Z,astrid.verschraege,False,,25,MIDI,1999-06-23,0.92,Enken no Yojohan Rock,Kenji Endo,0.513,159226,0.0245,0.85,11,0.106,-32.151,0,Curry Rice,0.043,151.125,4,spotify:track:5srlPF56uQYQAQF8Q43VjR,0.561
2026-01-02T09:04:19Z,astrid.verschraege,False,"hi-nrg,disco",24,Ariola Extra,1998-01-12,0.258,Queen Of China-Town,Amanda Lear,0.494,265600,0.749,0.00203,9,0.0656,-11.391,0,The Sphinx,0.0475,86.474,4,spotify:track:5whnPTawhMi6vq9MGlknvx,0.387
2026-01-02T09:04:19Z,astrid.verschraege,False,"neo-psychedelic,retro soul",76,Dead Oceans,2020-02-07,0.0364,Texas Sun,Khruangbin;Leon Bridges,0.636,252811,0.634,0.147,7,0.0998,-10.01,1,Texas Sun,0.0342,111.563,4,spotify:track:24ntSW3QVJzR79lHAAOTaY,0.599
2026-01-02T09:04:19Z,astrid.verschraege,False,"trova,nueva trova,singer-songwriter,latin folklore,latin folk",35,Ojalá,1978-01-01,0.794,Al Final de Este Viaje...,Silvio Rodríguez,0.504,225983,0.261,0.0,9,0.147,-12.577,1,Al Final de Este Viaje en la Vida,0.062,145.376,4,spotify:track:2ja41V8fXBHRDTl3O9zw5L,0.483
2026-01-02T09:04:19Z,astrid.verschraege,False,"trova,nueva trova,singer-songwriter,latin folklore,latin folk",25,Ojalá,1975-01-01,0.555,Días y Flores,Silvio Rodríguez,0.599,344635,0.233,0.00762,0,0.221,-14.197,1,Sueño Con Serpientes,0.0323,113.566,4,spotify:track:7uCdG92pMYmXn7nK7olt7K,0.333
2026-01-02T09:04:19Z,astrid.verschraege,False,"big beat,alternative dance,electronic,breakbeat",52,Astralwerks,1995-01-01,0.171,Exit Planet Dust,The Chemical Brothers,0.62,253160,0.558,0.916,7,0.157,-11.422,1,One Too Many Mornings,0.0407,171.827,4,spotify:track:0lOzGDHcPlUB1ZvXMWQ0Oh,0.539
2026-01-02T09:04:19Z,astrid.verschraege,False,"acid house,big beat,alternative dance,madchester",22,Mute,1994-01-01,0.0349,Howyoudoin?,Renegade Soundwave,0.585,234493,0.825,6.18e-05,0,0.326,-10.937,0,Renegade Soundwave,0.0477,100.0,4,spotify:track:61A4C1dtuljZHapo2UAV7i,0.772
2026-01-02T09:04:19Z,astrid.verschraege,False,"blues,classic blues,country blues,blues rock,modern blues",44,Private Music,1997-06-16,0.417,Señor Blues,Taj Mahal,0.635,280080,0.454,4.02e-05,0,0.0816,-9.457,0,Queen Bee,0.0393,79.097,4,spotify:track:6kqXaZrIDOmA177KL9LHHf,0.531
2026-01-02T09:04:19Z,astrid.verschraege,False,"city pop,shibuya-kei",38,Sony Music Direct (Japan) Inc.,1978,0.46,PACIFIC,Haruomi Hosono,0.544,181600,0.579,0.815,0,0.231,-9.093,1,スラック・キー・ルンバ,0.0433,144.207,4,spotify:track:7cNpEKH9zONF0hmtxMYn59,0.822
2026-01-02T09:04:19Z,astrid.verschraege,False,"classic rock,folk rock,singer-songwriter,roots rock",37,Nonesuch,2014-12-15,0.42,Inherent Vice (Original Motion Picture Soundtrack),Neil Young,0.523,141906,0.305,0.0,0,0.162,-12.834,1,Journey Through the Past,0.0399,95.854,4,spotify:track:73uAQw29X3mrO1taWZaOvm,0.435
2026-01-02T09:04:19Z,astrid.verschraege,False,"downtempo,trip hop",0,"Mute, a BMG Company",1999-05-17,0.303,Play - The B Sides,Moby,0.704,409400,0.39,0.883,7,0.113,-13.695,1,Sunspot,0.0411,87.702,4,spotify:track:2yxqq7PtJC3ZIbNVaD4sKe,0.589
2026-01-02T09:04:19Z,astrid.verschraege,False,,55,BMG Rights Management (UK) Ltd.,2018-10-05,0.68,Ultimate Collection,Katie Melua,0.907,247706,0.295,0.00698,6,0.111,-14.738,0,Wonderful Life,0.0455,105.166,4,spotify:track:2IAzLFdULtSCi4lLCLG8xh,0.47
2026-01-02T09:04:19Z,astrid.verschraege,False,nederpop,44,Excelsior Recordings,2006-02-06,0.0936,Ik Wil Alleen Maar Zwemmen,Spinvis,0.677,228160,0.647,0.0505,11,0.0713,-8.849,1,Ik Wil Alleen Maar Zwemmen,0.0492,115.006,4,spotify:track:07orvxY7mbMy7txvSjarnt,0.839
2026-01-02T09:04:19Z,astrid.verschraege,False,"classic rock,psychedelic rock",78,EMI Catalogue,1968-11-22,0.754,The Beatles (Remastered),The Beatles,0.686,138386,0.127,1.41e-05,7,0.0573,-14.361,1,Blackbird - Remastered 2009,0.0342,93.699,4,spotify:track:5jgFfDIR6FR0gvlA56Nakr,0.372
2026-01-02T09:04:19Z,astrid.verschraege,False,,14,"Jumpsuit Records, Inc.",2016-07-01,0.967,Hollow Bone,Ayla Nereo,0.22,149966,0.229,0.538,9,0.126,-16.502,1,Eastern Sun,0.0337,75.395,4,spotify:track:7ipiXzS2bntcbSorEK22nh,0.218
2026-01-02T09:04:19Z,astrid.verschraege,False,,0,Lil' Chief Records,2018-04-20,0.291,Valentine,Jonathan Bree,0.668,251192,0.374,0.0263,0,0.0729,-10.711,1,Valentine,0.0274,94.597,4,spotify:track:6NHiUE03aGQQQD8Vj6NMru,0.443
2026-01-02T09:04:19Z,astrid.verschraege,False,"japanese vgm,soundtrack",45,スクウェア・エニックス,2001-08-01,0.963,FINAL FANTASY X Original Soundtrack,Masashi Hamauzu,0.634,284240,0.364,0.817,7,0.103,-12.752,1,Besaid,0.0298,108.998,4,spotify:track:6Q4nNB7exf30TTt2SdhPAb,0.343
2026-01-02T09:04:19Z,astrid.verschraege,False,"trip hop,downtempo",5,New State Music,2001,0.76,Simple Things,Zero 7;Sophie Barker,0.561,271520,0.33,0.134,5,0.106,-13.51,1,In The Waiting Line,0.0268,79.01,4,spotify:track:5ARrtxJLVCeTv5TWo1oKgC,0.378
2026-01-02T09:04:19Z,astrid.verschraege,False,"french indie pop,french pop,french house",26,Disque Pointu,2022-11-04,0.807,Teatro Lúcido,La Femme,0.477,261426,0.268,0.286,7,0.109,-11.065,1,Tren de la vida,0.0278,105.085,3,spotify:track:4lcY1VQ3ST8kQYIElJAxg7,0.256
2026-01-02T09:04:19Z,astrid.verschraege,False,"idm,ambient,electronica",64,Warp Records,2001-10-22,0.996,Drukqs,Aphex Twin,0.558,125520,0.0259,0.871,8,0.0969,-30.016,1,Avril 14th,0.0458,157.811,4,spotify:track:1uaGSDFsLdReQgg8p7Obwh,0.37
2026-01-02T09:04:19Z,astrid.verschraege,False,"bedroom pop,indie pop",81,Indie,2018-02-28,0.672,Show Me How,Men I Trust,0.791,215110,0.271,0.543,5,0.102,-11.959,1,Show Me How,0.0431,166.002,4,spotify:track:75IQVo8hqI1iwVZyvkN2VT,0.564
2026-01-02T09:04:19Z,astrid.verschraege,False,"cold wave,baroque pop,darkwave",46,Ribbon Music,2011-06-28,0.784,We Must Become the Pitiless Censors of Ourselves,John Maus,0.573,248706,0.639,0.633,0,0.0923,-7.143,1,Hey Moon,0.0247,89.575,4,spotify:track:0MpsyFvt1KaxNYBYw2aanq,0.24
2026-01-02T09:04:19Z,astrid.verschraege,False,"adult standards,easy listening,baroque pop",50,A&M,1967,0.829,Reach Out,Burt Bacharach,0.41,254133,0.214,0.0165,2,0.0851,-16.48,0,What The World Needs Now Is Love,0.0289,92.839,3,spotify:track:6JFgBE2seXKTUkHdOVq3N1,0.18
2026-01-02T09:04:35Z,astrid.verschraege,False,"art rock,soft rock",43,Epic/Legacy,1986-02-17,0.207,Balance of Power,Electric Light Orchestra,0.698,164247,0.866,0.0,0,0.0553,-7.632,1,So Serious,0.0353,128.19,4,spotify:track:3rb7DMU1c7CQJKD47MRN6r,0.85
2026-01-02T09:04:35Z,astrid.verschraege,False,"new wave,synthpop",41,UMC (Universal Music Catalogue),2019-10-04,0.205,Souvenir,Orchestral Manoeuvres In The Dark,0.76,236146,0.716,0.133,0,0.182,-5.516,1,Talking Loud And Clear - Remastered 2019,0.0519,123.684,4,spotify:track:4acJcy6qna26VxI4WIlQWW,0.968
2026-01-02T09:04:35Z,astrid.verschraege,False,minimalism,46,EG Records,1996-01-01,0.907,"Preludes, Airs And Yodels (A Penguin Cafe Primer)",Penguin Cafe Orchestra,0.54,269800,0.322,0.859,0,0.117,-15.317,1,Perpetuum Mobile,0.0431,164.799,4,spotify:track:1MIwRUsj23h7cYn6mNiqHw,0.786
2026-01-02T09:04:35Z,astrid.verschraege,False,soft rock,60,Walt Disney Records,2003-01-01,0.284,Brother Bear,Phil Collins,0.61,220293,0.698,3.63e-05,7,0.34,-8.616,1,"On My Way - From ""Brother Bear""/Soundtrack Version",0.028,102.004,4,spotify:track:7wjiMdiSgsL9Vkrwb10Num,0.467
2026-01-02T09:04:35Z,astrid.verschraege,False,art pop,0,Amplify Music,2013-11-08,0.00332,Mug Museum,Cate Le Bon,0.607,260573,0.63,0.021,0,0.0792,-7.607,1,Are You with Me Now?,0.0255,141.562,4,spotify:track:15hXsuvv7tEh3GK3lBU2c0,0.736
2026-01-02T09:04:35Z,astrid.verschraege,False,"celtic,traditional folk",42,EG Records,1996-01-01,0.791,"Preludes, Airs And Yodels (A Penguin Cafe Primer)",Patrick Street,0.618,163573,0.519,0.963,2,0.114,-12.72,1,Music For A Found Harmonium,0.0422,113.728,4,spotify:track:5vKaYFrSdHcFYsSz9gaDQg,0.863
2026-01-02T09:04:35Z,astrid.verschraege,False,"folk,singer-songwriter",54,Columbia/Legacy,1973,0.408,Attempted Mustache,Loudon Wainwright III,0.604,147466,0.585,0.0886,9,0.109,-11.288,1,The Swimming Song,0.0329,92.521,4,spotify:track:6scUEism6pBnY0IXYr8fw3,0.67
2026-01-02T09:04:35Z,astrid.verschraege,False,nederpop,45,Excelsior Recordings,2011-11-04,0.0149,"tot ziens, Justine Keller",Spinvis,0.501,230826,0.725,0.000492,5,0.204,-5.637,1,Kom Terug,0.0257,97.001,3,spotify:track:4ovxUTMs3Mi7ntZS2tJojk,0.233
2026-01-02T09:04:35Z,astrid.verschraege,False,"downtempo,electronica,trip hop,swedish pop",0,Dog Triumph,2014-05-23,0.339,Do It Again,Röyksopp;Robyn,0.479,597402,0.711,0.731,9,0.102,-9.973,0,Monument,0.0617,185.864,4,spotify:track:4iAyftTPwM4bgaVo0GHTST,0.194
2026-01-02T09:04:35Z,astrid.verschraege,False,"art pop,baroque pop,art rock",72,Parlophone UK,1978-02-17,0.366,The Kick Inside,Kate Bush,0.484,269066,0.392,0.0452,1,0.124,-11.381,1,Wuthering Heights,0.0313,124.564,4,spotify:track:5YSI1311X8t31PBjkBG4CZ,0.521
2026-01-02T09:04:35Z,astrid.verschraege,False,,63,Play It Again Sam,2017-10-13,0.209,Warhaus,Warhaus,0.563,206685,0.585,0.00221,9,0.118,-8.821,0,Love's a Stranger,0.0386,161.679,4,spotify:track:279LczresTWVkCsdLwgJSZ,0.625
2026-01-02T09:04:35Z,astrid.verschraege,False,baroque pop,0,Flying Nun,2015-06-05,0.00101,The Great Cybernetic Depression,Princess Chelsea,0.544,302250,0.698,0.0156,0,0.117,-6.113,0,Too Many People,0.0258,108.024,4,spotify:track:2gPfTAX8uAYWsCrGiCNQcQ,0.385
2026-01-02T09:04:35Z,astrid.verschraege,False,"early music,baroque,renaissance,mediaeval",0,Alpha,2001,0.938,"L'Arpeggiata, Christina Pluhar: The Complete Alpha Recordings",Lucilla Galeazzi;Christina Pluhar;Gianluigi Trovesi;L'Arpeggiata,0.721,183920,0.275,0.278,3,0.127,-17.963,1,Voglio una casa,0.0397,116.052,3,spotify:track:10vo2I0VQFCGxsVzd0RhxW,0.538
2026-01-02T09:04:35Z,astrid.verschraege,False,proto-punk,51,UMC (Universal Music Catalogue),1966-07-25,0.497,From Nowhere,The Troggs,0.65,128493,0.68,6.77e-05,7,0.186,-11.057,1,With A Girl Like You,0.0485,113.925,4,spotify:track:3VGBUfN2EOVHJ4Y92yIh2f,0.604
2026-01-02T09:04:35Z,astrid.verschraege,False,,0,DreamWorks,2001-09-19,0.0476,Souljacker,Eels,0.756,217000,0.724,0.385,1,0.145,-7.799,0,Fresh Feeling,0.167,94.0,4,spotify:track:5zIMD8C7t1qiIXThhgDIpD,0.536
2026-01-02T09:04:35Z,astrid.verschraege,False,"indie folk,folk",64,Columbia,2014-06-03,0.026,Stay Gold,First Aid Kit,0.479,215493,0.725,0.000129,2,0.209,-4.671,1,My Silver Lining,0.0335,101.938,4,spotify:track:6tCLQ3LO1V9l6qdrrwdV6q,0.43
