Track URI,name,Album Name,artists,Release Date,duration_ms,Popularity,Explicit,Added By,Added At,Genres,Record Label,danceability,energy,Key,loudness,Mode,Speechiness,acousticness,Instrumentalness,Liveness,valence,tempo,Time Signature
spotify:track:1xaTREM89RbIxkcjlpf4Uw,Heaven Knows I'm Miserable Now - 2011 Remaster,Hatful of Hollow,The Smiths,1984,215760,82,False,astrid.verschraege,2026-01-02T09:03:57Z,"new wave,madchester,jangle pop",WM UK,0.609,0.759,6,-4.862,1,0.0276,0.028,0.0,0.183,0.774,114.045,4
spotify:track:33lyTbqQzzmd6AJB30tDgL,Let Me In - Remix,Let Me In (Remix),R.E.M.,2019-10-11,188453,0,False,astrid.verschraege,2026-01-02T09:03:57Z,"jangle pop,alternative rock,rock",Craft Recordings,0.166,0.436,7,-7.722,1,0.0437,0.254,0.0,0.227,0.537,139.3,5
spotify:track:40sURqBEuR78mPe1vY3IAs,Lay Your Head Down,Keren Ann,Keren Ann,2007-04-16,283680,39,False,astrid.verschraege,2026-01-02T09:03:57Z,"french jazz,french pop",Believe,0.626,0.471,1,-8.29,1,0.024,0.34,0.538,0.149,0.26,102.094,4
spotify:track:6l6b7epmL1Eg7ZlxYqMVed,Here Comes The Flood,Peter Gabriel 1: Car (Remastered),Peter Gabriel,1977,339000,45,False,astrid.verschraege,2026-01-02T09:03:57Z,art rock,Real World Productions Ltd.,0.447,0.322,1,-10.099,0,0.032,0.533,4.29e-06,0.0954,0.102,128.746,4
spotify:track:1JZ2NQMaA9oy4UeTI4oQcP,Who by Fire,New Skin For The Old Ceremony,Leonard Cohen,1974-08-11,157456,55,False,astrid.verschraege,2026-01-02T09:03:57Z,singer-songwriter,Columbia/Legacy,0.459,0.152,9,-15.176,0,0.0324,0.872,0.00263,0.0541,0.228,77.652,4
spotify:track:5y788ya4NvwhBznoDIcXwK,The Sound of Silence - Acoustic Version,"Wednesday Morning, 3 A.M.",Simon & Garfunkel,1964-10-19,189432,72,False,astrid.verschraege,2026-01-02T09:03:57Z,"folk rock,folk",Columbia,0.525,0.216,6,-13.551,1,0.0301,0.837,0.0,0.107,0.328,106.761,4
spotify:track:2WXuEYmzKaQQJbrhLnYYJV,Sleep the Clock Around,The Boy With the Arab Strap,Belle and Sebastian,1998-09-07,298133,51,False,astrid.verschraege,2026-01-02T09:03:57Z,baroque pop,Jeepster Recordings Ltd,0.627,0.518,1,-9.141,0,0.0412,0.138,0.608,0.0478,0.618,77.502,4
spotify:track:0XVlp2oAeLlu2RWi4A2oqL,A&E,Seventh Tree,Goldfrapp,2008-02-25,198560,0,False,astrid.verschraege,2026-01-02T09:03:57Z,"trip hop,electroclash,art pop","Mute, a BMG Company",0.554,0.418,8,-11.581,1,0.0262,0.661,0.257,0.106,0.247,105.985,4
spotify:track:3llxqT4IdBS7i2CCIPImww,Why Does My Heart Feel so Bad?,Play,Moby,1999-05-17,263560,0,False,astrid.verschraege,2026-01-02T09:03:57Z,"downtempo,trip hop","Mute, a BMG Company",0.338,0.597,7,-8.048,1,0.0515,0.00106,0.157,0.0846,0.0393,97.884,4
spotify:track:5AMrnF761nziCWUfjBgRUI,Waltz #2 (XO),XO,Elliott Smith,1998-08-25,280106,60,False,astrid.verschraege,2026-01-02T09:03:57Z,singer-songwriter,DreamWorks,0.633,0.49,10,-7.668,1,0.0255,0.395,6.92e-05,0.0886,0.66,132.178,3
spotify:track:0WnjhIMj5E1fmOb8871CY2,Wishes and Stars,Harper Simon,Harper Simon,2010-04-06,180066,25,False,astrid.verschraege,2026-01-02T09:03:57Z,,Play It Again Sam,0.539,0.572,7,-8.188,1,0.0264,0.561,0.0041,0.263,0.528,98.983,4
spotify:track:1b2noys3aqkIiznUza7I6R,I'll Come Running,Figure in a Landscape,Paul Thomas Saunders,2022-10-21,278906,36,False,astrid.verschraege,2026-01-02T09:03:57Z,,sevenfoursevensix,0.386,0.711,0,-6.578,1,0.0358,0.593,0.258,0.197,0.246,142.967,4
spotify:track:6pCT7vFs7rtNdbloPnRPyK,Where Is My Love,The Greatest,Cat Power,2006-01-23,173333,37,False,astrid.verschraege,2026-01-02T09:03:57Z,"slowcore,singer-songwriter",Matador,0.251,0.097,0,-15.176,1,0.0323,0.988,0.00817,0.0701,0.18,52.39,3
spotify:track:52Bg6oaos7twR7IUtEpqcE,Between The Bars,Either/Or,Elliott Smith,1997-02-25,141280,66,False,astrid.verschraege,2026-01-02T09:03:57Z,singer-songwriter,Universal Music,0.522,0.074,7,-23.625,0,0.0598,0.929,0.765,0.108,0.342,135.298,3
spotify:track:1Fq63CuLwOXuND1ycnMerz,"Love Theme - From ""Romeo And Juliet""",Falling In Love,André Rieu;Johann Strauss Orchestra,2016-10-14,222133,1,False,astrid.verschraege,2026-01-02T09:03:57Z,"classical,orchestral",Polydor,0.0849,0.181,7,-13.797,0,0.0404,0.869,0.809,0.255,0.0754,57.917,3
spotify:track:28cnXtME493VX9NOw9cIUh,Hurt,American IV: The Man Comes Around,Johnny Cash,2002-01-01,216533,75,False,astrid.verschraege,2026-01-02T09:03:57Z,"classic country,outlaw country,country",American Recordings Catalog P&D,0.534,0.392,9,-7.636,0,0.0267,0.649,0.000227,0.0948,0.163,90.379,4
spotify:track:0byOqNZN9ailhoORv5Ps0Z,I Am a Rock,Sounds Of Silence,Simon & Garfunkel,1966-01-17,169271,58,False,astrid.verschraege,2026-01-02T09:03:57Z,"folk rock,folk",Columbia,0.66,0.611,0,-10.309,1,0.0392,0.423,1.11e-05,0.107,0.749,113.898,4
spotify:track:0pzOwHcFiHl89KH5XdEvRY,Weird Hardcore,A Little Night Music,Jonathan Bree,2015-10-23,231712,0,False,astrid.verschraege,2026-01-02T09:03:57Z,,Lil' Chief Records,0.542,0.712,9,-7.303,0,0.0331,0.00688,0.662,0.163,0.297,148.085,4
spotify:track:58gn5gg9fpam1eQB0MLHe2,To Be By Your Side,Winged Migration (Original Motion Picture Soundtrack),Nick Cave,2001-12-12,239185,0,False,astrid.verschraege,2026-01-02T09:03:57Z,,Peermusic France,0.535,0.388,4,-9.844,0,0.0323,0.887,7.44e-05,0.238,0.202,143.613,4
spotify:track:5lte2Keo1MP1n69sWKvgrV,Roller Disco,Sleepwalking,Jonathan Bree,2018-06-08,138000,0,False,astrid.verschraege,2026-01-02T09:03:57Z,,Lil' Chief Records,0.49,0.48,4,-9.089,0,0.0282,0.0551,0.935,0.0896,0.115,120.091,4
spotify:track:0z29wv0x2IXrpWxNgICET7,Why Am I Like This?,Why Am I Like This?,Orla Gartland,2019-02-08,212713,55,False,astrid.verschraege,2026-01-02T09:03:57Z,indie pop,Orla Gartland,0.63,0.423,2,-7.705,1,0.0318,0.507,2.24e-06,0.219,0.319,90.019,4
spotify:track:29FQEJUtBAnxWEkux39d7I,O Children,Abattoir Blues / The Lyre of Orpheus,Nick Cave & The Bad Seeds,2004-09-20,411386,1,False,astrid.verschraege,2026-01-02T09:03:57Z,,"Mute, a BMG Company",0.484,0.554,4,-7.064,0,0.0324,0.513,0.00207,0.0533,0.235,121.619,4
spotify:track:0yc6Gst2xkRu0eMLeRMGCX,Apocalypse,Cigarettes After Sex,Cigarettes After Sex,2017-06-09,290616,13,False,astrid.verschraege,2026-01-02T09:03:57Z,dream pop,Partisan Records,0.369,0.468,5,-9.013,1,0.0273,0.0205,0.566,0.109,0.18,94.434,4
spotify:track:74YBWfGP9ROTdDMnZOqFCv,Seeing the Light,Seeing the Light,Phamie Gow,2020-05-22,282553,17,False,astrid.verschraege,2026-01-02T09:03:57Z,,Wildfire Records and Publishing,0.258,0.149,9,-17.274,0,0.0381,0.977,0.863,0.0913,0.0868,128.156,4
spotify:track:4UpZjMN05lQTJGXQuS3sTv,Sorry,Profound Mysteries II,Röyksopp;Jamie Irrepressible,2022-08-19,299920,28,False,astrid.verschraege,2026-01-02T09:03:57Z,"downtempo,electronica,trip hop,melodic techno",Dog Triumph,0.475,0.193,0,-17.147,0,0.0279,0.839,0.344,0.115,0.0784,92.946,4
spotify:track:0BVxORdMG531VaxJJfEfbA,Where Flamingos Fly,Enjoy The Silence,Naima Joris;Vitja Pauwels,2025-02-21,284613,21,False,astrid.verschraege,2026-01-02T09:03:57Z,,[PIAS] Recordings Belgium,0.158,0.028,9,-17.884,0,0.0407,0.966,0.398,0.113,0.0375,76.284,4
spotify:track:70suKmT0f6aEAUm1oKkCX7,Mr. Gaunt PT 1000,Lovetune for Vacuum,Soap&Skin,2009-04-12,147146,30,False,astrid.verschraege,2026-01-02T09:03:57Z,,Play It Again Sam,0.665,0.186,11,-13.293,1,0.0343,0.986,0.78,0.191,0.205,105.319,4
spotify:track:2tej1KSqNuxwywIpY1rDRc,Hide and Seek,Speak for Yourself (Deluxe Version),Imogen Heap,2005,268488,64,False,astrid.verschraege,2026-01-02T09:03:57Z,,Megaphonic,0.447,0.17,9,-11.492,1,0.0732,0.896,0.0,0.195,0.106,121.086,4
spotify:track:2O2A2kGaLJ3u2GQ4Gn4Lu3,Any Other Way,At Weddings,Tomberlin,2018-08-10,202616,39,False,astrid.verschraege,2026-01-02T09:03:57Z,,Saddle Creek,0.31,0.253,10,-12.303,1,0.0299,0.921,6.59e-06,0.0972,0.371,176.404,4
spotify:track:1XGAWEMIzbL8JiLBvhDhBw,Enjoy the Silence,Gee Whiz but This Is a Lonesome Town (The Drifting Letter Office Archive),Moriarty,2008-11-10,123053,44,False,astrid.verschraege,2026-01-02T09:03:57Z,,naïve,0.896,0.124,4,-14.978,0,0.0413,0.885,1.46e-06,0.114,0.719,99.916,4
spotify:track:5i57BBhq5eNVS5cBkDD69j,You and I,Wilco (The Album),Wilco,2009,204706,47,False,astrid.verschraege,2026-01-02T09:03:57Z,"alt country,americana,indie rock",Nonesuch,0.707,0.533,8,-11.592,1,0.0322,0.278,2.7e-05,0.19,0.561,122.196,4
spotify:track:2ZQVJD9I6GCqXmkmMuEoLa,Le vent nous portera,Des visages des figures,Noir Désir,2001-01-01,288693,62,False,astrid.verschraege,2026-01-02T09:03:57Z,"variété française,chanson,french pop,french house",Universal Music Division Barclay,0.669,0.702,4,-10.616,0,0.0582,0.713,0.0408,0.119,0.793,105.232,4
spotify:track:6ta5yavnnEfCE4faU0jebM,Mr Blue,Hurricane Glass,Catherine Feeny,2006,154600,52,False,astrid.verschraege,2026-01-02T09:03:57Z,,Parlophone UK,0.456,0.386,10,-10.293,1,0.032,0.835,0.108,0.389,0.612,165.733,4
spotify:track:6w9Pf2VV4kZNcExAjcG2hw,Quelqu'un m'a dit,Quelqu'un M'a Dit,Carla Bruni,2002-01-01,166226,60,False,astrid.verschraege,2026-01-02T09:03:57Z,"french jazz,chanson",EMI,0.565,0.412,10,-10.73,1,0.049,0.86,0.00158,0.114,0.409,133.485,3
spotify:track:26pC4BgyjdRIeieIcGqLcw,Enter One,Son of a Gun (Original Motion Picture Soundtrack),Sol Seppy,2014-01-01,375786,0,False,astrid.verschraege,2026-01-02T09:03:57Z,art pop,Editions Milan Music,0.35,0.0775,10,-14.485,1,0.0374,0.979,0.00103,0.061,0.077,96.54,4
spotify:track:6oVt9GBbquoFDz3VTPFe1e,Lullaby,Attempted Mustache,Loudon Wainwright III,1973,177706,40,False,astrid.verschraege,2026-01-02T09:03:57Z,"folk,singer-songwriter",Columbia/Legacy,0.566,0.168,0,-16.778,1,0.0387,0.541,0.0349,0.107,0.282,115.643,4
spotify:track:1APw3y3PHlXdFkwExlORi0,Itsumo Nando Demo (Always With Me),Itsumo Nando Demo (Always With Me),Erutan,2013-02-11,247472,0,False,astrid.verschraege,2026-01-02T09:04:19Z,"celtic,mediaeval",re:discover songs,0.423,0.067,4,-18.604,1,0.0433,0.991,0.000362,0.0802,0.438,126.68,3
spotify:track:2cTOee6bTauDFK1QuDS1BD,What Else Is There?,The Understanding,Röyksopp,2005-06-22,317173,61,False,astrid.verschraege,2026-01-02T09:04:19Z,"downtempo,electronica,trip hop",Parlophone (France),0.704,0.927,9,-7.157,1,0.0437,0.185,0.108,0.325,0.342,114.995,4
spotify:track:0pEGccrrTryB6DxjHRfYA0,Ancient Rain,The Platinum Collection,Mary Coughlan,2007-02-26,273319,34,False,astrid.verschraege,2026-01-02T09:04:19Z,,Rhino,0.27,0.313,7,-12.098,1,0.0485,0.847,0.0023,0.0701,0.117,179.805,3
spotify:track:1PfghsEk6A9RdLCRT5tlIV,One of These Mornings,18,Moby,2002-05-13,192693,0,False,astrid.verschraege,2026-01-02T09:04:19Z,"downtempo,trip hop","Mute, a BMG Company",0.404,0.459,11,-8.323,0,0.034,0.158,0.66,0.0818,0.0475,91.323,4
spotify:track:3zYIjPQ9OQbO1s9LiPq9cc,The Dark-Eyed Sailor,Hark! The Village Wait,Steeleye Span,1970-06-01,358013,0,False,astrid.verschraege,2026-01-02T09:04:19Z,"folk rock,folk,traditional folk,celtic rock,celtic",Castle Communications,0.625,0.393,1,-9.785,1,0.0256,0.372,0.00309,0.104,0.533,103.563,4
spotify:track:2zbGXr2XCcRR40R7ymEENc,Embryonic Journey,Surrealistic Pillow,Jefferson Airplane,1967,112093,49,False,astrid.verschraege,2026-01-02T09:04:19Z,"psychedelic rock,acid rock",RCA/BMG Heritage,0.293,0.354,2,-14.026,1,0.0282,0.804,0.919,0.154,0.487,107.642,4
spotify:track:7yieArGOFIdoGJv1V8hDr2,Ce matin-là,Moon Safari,Air,1998-01-16,219040,53,False,astrid.verschraege,2026-01-02T09:04:19Z,"trip hop,downtempo",Parlophone (France),0.307,0.462,8,-11.878,1,0.031,0.644,0.606,0.0905,0.151,101.822,4
spotify:track:0vKwN94q5JCFZZjpOggTkg,ISI,NEU! 75,NEU!,1975,306600,32,False,astrid.verschraege,2026-01-02T09:04:19Z,"krautrock,proto-punk,space rock,art rock,avant-garde",Grönland Records,0.542,0.933,0,-12.091,1,0.0351,0.0504,0.806,0.0942,0.27,141.571,4
spotify:track:3a6PN6BRB8PP3ms48s7kU1,Empire Ants (feat. Little Dragon),Plastic Beach,Gorillaz;Little Dragon,2010-03-03,283573,72,False,astrid.verschraege,2026-01-02T09:04:19Z,trip hop,Parlophone UK,0.601,0.772,0,-4.137,0,0.031,0.181,0.0543,0.0928,0.294,99.445,4
spotify:track:6AAg8xwJkN4EWVUkd6zSBI,Someone New,There's Only Now (Bonus Version),Eskobar;Heather Nova,2002-01-01,211560,47,False,astrid.verschraege,2026-01-02T09:04:19Z,swedish pop,Universal Music AB,0.612,0.501,1,-7.394,1,0.0287,0.137,0.0,0.0904,0.528,109.989,4
spotify:track:3xOIq1yBsOQ1QWDITkCxsg,Dirt,"Preludes, Airs And Yodels (A Penguin Cafe Primer)",Penguin Cafe Orchestra,1996-01-01,289733,27,False,astrid.verschraege,2026-01-02T09:04:19Z,minimalism,EG Records,0.604,0.56,2,-10.637,1,0.0461,0.736,0.692,0.102,0.966,163.805,4
spotify:track:1ZpFAnggGRjqXbDynGp7AL,Spira Unplugged,FINAL FANTASY X Original Soundtrack,Nobuo Uematsu,2001-08-01,169026,44,False,astrid.verschraege,2026-01-02T09:04:19Z,"soundtrack,japanese vgm,japanese classical",スクウェア・エニックス,0.628,0.297,5,-16.079,1,0.0675,0.889,0.851,0.0858,0.58,111.884,4
spotify:track:5srlPF56uQYQAQF8Q43VjR,Curry Rice,Enken no Yojohan Rock,Kenji Endo,1999-06-23,159226,25,False,astrid.verschraege,2026-01-02T09:04:19Z,,MIDI,0.513,0.0245,11,-32.151,0,0.043,0.92,0.85,0.106,0.561,151.125,4
spotify:track:5whnPTawhMi6vq9MGlknvx,The Sphinx,Queen Of China-Town,Amanda Lear,1998-01-12,265600,24,False,astrid.verschraege,2026-01-02T09:04:19Z,"hi-nrg,disco",Ariola Extra,0.494,0.749,9,-11.391,0,0.0475,0.258,0.00203,0.0656,0.387,86.474,4
spotify:track:24ntSW3QVJzR79lHAAOTaY,Texas Sun,Texas Sun,Khruangbin;Leon Bridges,2020-02-07,252811,76,False,astrid.verschraege,2026-01-02T09:04:19Z,"neo-psychedelic,retro soul",Dead Oceans,0.636,0.634,7,-10.01,1,0.0342,0.0364,0.147,0.0998,0.599,111.563,4
spotify:track:2ja41V8fXBHRDTl3O9zw5L,Al Final de Este Viaje en la Vida,Al Final de Este Viaje...,Silvio Rodríguez,1978-01-01,225983,35,False,astrid.verschraege,2026-01-02T09:04:19Z,"trova,nueva trova,singer-songwriter,latin folklore,latin folk",Ojalá,0.504,0.261,9,-12.577,1,0.062,0.794,0.0,0.147,0.483,145.376,4
spotify:track:7uCdG92pMYmXn7nK7olt7K,Sueño Con Serpientes,Días y Flores,Silvio Rodríguez,1975-01-01,344635,25,False,astrid.verschraege,2026-01-02T09:04:19Z,"trova,nueva trova,singer-songwriter,latin folklore,latin folk",Ojalá,0.599,0.233,0,-14.197,1,0.0323,0.555,0.00762,0.221,0.333,113.566,4
spotify:track:0lOzGDHcPlUB1ZvXMWQ0Oh,One Too Many Mornings,Exit Planet Dust,The Chemical Brothers,1995-01-01,253160,52,False,astrid.verschraege,2026-01-02T09:04:19Z,"big beat,alternative dance,electronic,breakbeat",Astralwerks,0.62,0.558,7,-11.422,1,0.0407,0.171,0.916,0.157,0.539,171.827,4
spotify:track:61A4C1dtuljZHapo2UAV7i,Renegade Soundwave,Howyoudoin?,Renegade Soundwave,1994-01-01,234493,22,False,astrid.verschraege,2026-01-02T09:04:19Z,"acid house,big beat,alternative dance,madchester",Mute,0.585,0.825,0,-10.937,0,0.0477,0.0349,6.18e-05,0.326,0.772,100.0,4
spotify:track:6kqXaZrIDOmA177KL9LHHf,Queen Bee,Señor Blues,Taj Mahal,1997-06-16,280080,44,False,astrid.verschraege,2026-01-02T09:04:19Z,"blues,classic blues,country blues,blues rock,modern blues",Private Music,0.635,0.454,0,-9.457,0,0.0393,0.417,4.02e-05,0.0816,0.531,79.097,4
spotify:track:7cNpEKH9zONF0hmtxMYn59,スラック・キー・ルンバ,PACIFIC,Haruomi Hosono,1978,181600,38,False,astrid.verschraege,2026-01-02T09:04:19Z,"city pop,shibuya-kei",Sony Music Direct (Japan) Inc.,0.544,0.579,0,-9.093,1,0.0433,0.46,0.815,0.231,0.822,144.207,4
spotify:track:73uAQw29X3mrO1taWZaOvm,Journey Through the Past,Inherent Vice (Original Motion Picture Soundtrack),Neil Young,2014-12-15,141906,37,False,astrid.verschraege,2026-01-02T09:04:19Z,"classic rock,folk rock,singer-songwriter,roots rock",Nonesuch,0.523,0.305,0,-12.834,1,0.0399,0.42,0.0,0.162,0.435,95.854,4
spotify:track:2yxqq7PtJC3ZIbNVaD4sKe,Sunspot,Play - The B Sides,Moby,1999-05-17,409400,0,False,astrid.verschraege,2026-01-02T09:04:19Z,"downtempo,trip hop","Mute, a BMG Company",0.704,0.39,7,-13.695,1,0.0411,0.303,0.883,0.113,0.589,87.702,4
spotify:track:2IAzLFdULtSCi4lLCLG8xh,Wonderful Life,Ultimate Collection,Katie Melua,2018-10-05,247706,55,False,astrid.verschraege,2026-01-02T09:04:19Z,,BMG Rights Management (UK) Ltd.,0.907,0.295,6,-14.738,0,0.0455,0.68,0.00698,0.111,0.47,105.166,4
spotify:track:07orvxY7mbMy7txvSjarnt,Ik Wil Alleen Maar Zwemmen,Ik Wil Alleen Maar Zwemmen,Spinvis,2006-02-06,228160,44,False,astrid.verschraege,2026-01-02T09:04:19Z,nederpop,Excelsior Recordings,0.677,0.647,11,-8.849,1,0.0492,0.0936,0.0505,0.0713,0.839,115.006,4
spotify:track:5jgFfDIR6FR0gvlA56Nakr,Blackbird - Remastered 2009,The Beatles (Remastered),The Beatles,1968-11-22,138386,78,False,astrid.verschraege,2026-01-02T09:04:19Z,"classic rock,psychedelic rock",EMI Catalogue,0.686,0.127,7,-14.361,1,0.0342,0.754,1.41e-05,0.0573,0.372,93.699,4
spotify:track:7ipiXzS2bntcbSorEK22nh,Eastern Sun,Hollow Bone,Ayla Nereo,2016-07-01,149966,14,False,astrid.verschraege,2026-01-02T09:04:19Z,,"Jumpsuit Records, Inc.",0.22,0.229,9,-16.502,1,0.0337,0.967,0.538,0.126,0.218,75.395,4
spotify:track:6NHiUE03aGQQQD8Vj6NMru,Valentine,Valentine,Jonathan Bree,2018-04-20,251192,0,False,astrid.verschraege,2026-01-02T09:04:19Z,,Lil' Chief Records,0.668,0.374,0,-10.711,1,0.0274,0.291,0.0263,0.0729,0.443,94.597,4
spotify:track:6Q4nNB7exf30TTt2SdhPAb,Besaid,FINAL FANTASY X Original Soundtrack,Masashi Hamauzu,2001-08-01,284240,45,False,astrid.verschraege,2026-01-02T09:04:19Z,"japanese vgm,soundtrack",スクウェア・エニックス,0.634,0.364,7,-12.752,1,0.0298,0.963,0.817,0.103,0.343,108.998,4
spotify:track:5ARrtxJLVCeTv5TWo1oKgC,In The Waiting Line,Simple Things,Zero 7;Sophie Barker,2001,271520,5,False,astrid.verschraege,2026-01-02T09:04:19Z,"trip hop,downtempo",New State Music,0.561,0.33,5,-13.51,1,0.0268,0.76,0.134,0.106,0.378,79.01,4
spotify:track:4lcY1VQ3ST8kQYIElJAxg7,Tren de la vida,Teatro Lúcido,La Femme,2022-11-04,261426,26,False,astrid.verschraege,2026-01-02T09:04:19Z,"french indie pop,french pop,french house",Disque Pointu,0.477,0.268,7,-11.065,1,0.0278,0.807,0.286,0.109,0.256,105.085,3
spotify:track:1uaGSDFsLdReQgg8p7Obwh,Avril 14th,Drukqs,Aphex Twin,2001-10-22,125520,64,False,astrid.verschraege,2026-01-02T09:04:19Z,"idm,ambient,electronica",Warp Records,0.558,0.0259,8,-30.016,1,0.0458,0.996,0.871,0.0969,0.37,157.811,4
spotify:track:75IQVo8hqI1iwVZyvkN2VT,Show Me How,Show Me How,Men I Trust,2018-02-28,215110,81,False,astrid.verschraege,2026-01-02T09:04:19Z,"bedroom pop,indie pop",Indie,0.791,0.271,5,-11.959,1,0.0431,0.672,0.543,0.102,0.564,166.002,4
spotify:track:0MpsyFvt1KaxNYBYw2aanq,Hey Moon,We Must Become the Pitiless Censors of Ourselves,John Maus,2011-06-28,248706,46,False,astrid.verschraege,2026-01-02T09:04:19Z,"cold wave,baroque pop,darkwave",Ribbon Music,0.573,0.639,0,-7.143,1,0.0247,0.784,0.633,0.0923,0.24,89.575,4
spotify:track:6JFgBE2seXKTUkHdOVq3N1,What The World Needs Now Is Love,Reach Out,Burt Bacharach,1967,254133,50,False,astrid.verschraege,2026-01-02T09:04:19Z,"adult standards,easy listening,baroque pop",A&M,0.41,0.214,2,-16.48,0,0.0289,0.829,0.0165,0.0851,0.18,92.839,3
spotify:track:3rb7DMU1c7CQJKD47MRN6r,So Serious,Balance of Power,Electric Light Orchestra,1986-02-17,164247,43,False,astrid.verschraege,2026-01-02T09:04:35Z,"art rock,soft rock",Epic/Legacy,0.698,0.866,0,-7.632,1,0.0353,0.207,0.0,0.0553,0.85,128.19,4
spotify:track:4acJcy6qna26VxI4WIlQWW,Talking Loud And Clear - Remastered 2019,Souvenir,Orchestral Manoeuvres In The Dark,2019-10-04,236146,41,False,astrid.verschraege,2026-01-02T09:04:35Z,"new wave,synthpop",UMC (Universal Music Catalogue),0.76,0.716,0,-5.516,1,0.0519,0.205,0.133,0.182,0.968,123.684,4
spotify:track:1MIwRUsj23h7cYn6mNiqHw,Perpetuum Mobile,"Preludes, Airs And Yodels (A Penguin Cafe Primer)",Penguin Cafe Orchestra,1996-01-01,269800,46,False,astrid.verschraege,2026-01-02T09:04:35Z,minimalism,EG Records,0.54,0.322,0,-15.317,1,0.0431,0.907,0.859,0.117,0.786,164.799,4
spotify:track:7wjiMdiSgsL9Vkrwb10Num,"On My Way - From ""Brother Bear""/Soundtrack Version",Brother Bear,Phil Collins,2003-01-01,220293,60,False,astrid.verschraege,2026-01-02T09:04:35Z,soft rock,Walt Disney Records,0.61,0.698,7,-8.616,1,0.028,0.284,3.63e-05,0.34,0.467,102.004,4
spotify:track:15hXsuvv7tEh3GK3lBU2c0,Are You with Me Now?,Mug Museum,Cate Le Bon,2013-11-08,260573,0,False,astrid.verschraege,2026-01-02T09:04:35Z,art pop,Amplify Music,0.607,0.63,0,-7.607,1,0.0255,0.00332,0.021,0.0792,0.736,141.562,4
spotify:track:5vKaYFrSdHcFYsSz9gaDQg,Music For A Found Harmonium,"Preludes, Airs And Yodels (A Penguin Cafe Primer)",Patrick Street,1996-01-01,163573,42,False,astrid.verschraege,2026-01-02T09:04:35Z,"celtic,traditional folk",EG Records,0.618,0.519,2,-12.72,1,0.0422,0.791,0.963,0.114,0.863,113.728,4
spotify:track:6scUEism6pBnY0IXYr8fw3,The Swimming Song,Attempted Mustache,Loudon Wainwright III,1973,147466,54,False,astrid.verschraege,2026-01-02T09:04:35Z,"folk,singer-songwriter",Columbia/Legacy,0.604,0.585,9,-11.288,1,0.0329,0.408,0.0886,0.109,0.67,92.521,4
spotify:track:4ovxUTMs3Mi7ntZS2tJojk,Kom Terug,"tot ziens, Justine Keller",Spinvis,2011-11-04,230826,45,False,astrid.verschraege,2026-01-02T09:04:35Z,nederpop,Excelsior Recordings,0.501,0.725,5,-5.637,1,0.0257,0.0149,0.000492,0.204,0.233,97.001,3
spotify:track:4iAyftTPwM4bgaVo0GHTST,Monument,Do It Again,Röyksopp;Robyn,2014-05-23,597402,0,False,astrid.verschraege,2026-01-02T09:04:35Z,"downtempo,electronica,trip hop,swedish pop",Dog Triumph,0.479,0.711,9,-9.973,0,0.0617,0.339,0.731,0.102,0.194,185.864,4
spotify:track:5YSI1311X8t31PBjkBG4CZ,Wuthering Heights,The Kick Inside,Kate Bush,1978-02-17,269066,72,False,astrid.verschraege,2026-01-02T09:04:35Z,"art pop,baroque pop,art rock",Parlophone UK,0.484,0.392,1,-11.381,1,0.0313,0.366,0.0452,0.124,0.521,124.564,4
spotify:track:279LczresTWVkCsdLwgJSZ,Love's a Stranger,Warhaus,Warhaus,2017-10-13,206685,63,False,astrid.verschraege,2026-01-02T09:04:35Z,,Play It Again Sam,0.563,0.585,9,-8.821,0,0.0386,0.209,0.00221,0.118,0.625,161.679,4
spotify:track:2gPfTAX8uAYWsCrGiCNQcQ,Too Many People,The Great Cybernetic Depression,Princess Chelsea,2015-06-05,302250,0,False,astrid.verschraege,2026-01-02T09:04:35Z,baroque pop,Flying Nun,0.544,0.698,0,-6.113,0,0.0258,0.00101,0.0156,0.117,0.385,108.024,4
spotify:track:10vo2I0VQFCGxsVzd0RhxW,Voglio una casa,"L'Arpeggiata, Christina Pluhar: The Complete Alpha Recordings",Lucilla Galeazzi;Christina Pluhar;Gianluigi Trovesi;L'Arpeggiata,2001,183920,0,False,astrid.verschraege,2026-01-02T09:04:35Z,"early music,baroque,renaissance,mediaeval",Alpha,0.721,0.275,3,-17.963,1,0.0397,0.938,0.278,0.127,0.538,116.052,3
spotify:track:3VGBUfN2EOVHJ4Y92yIh2f,With A Girl Like You,From Nowhere,The Troggs,1966-07-25,128493,51,False,astrid.verschraege,2026-01-02T09:04:35Z,proto-punk,UMC (Universal Music Catalogue),0.65,0.68,7,-11.057,1,0.0485,0.497,6.77e-05,0.186,0.604,113.925,4
spotify:track:5zIMD8C7t1qiIXThhgDIpD,Fresh Feeling,Souljacker,Eels,2001-09-19,217000,0,False,astrid.verschraege,2026-01-02T09:04:35Z,,DreamWorks,0.756,0.724,1,-7.799,0,0.167,0.0476,0.385,0.145,0.536,94.0,4
spotify:track:6tCLQ3LO1V9l6qdrrwdV6q,My Silver Lining,Stay Gold,First Aid Kit,2014-06-03,215493,64,False,astrid.verschraege,2026-01-02T09:04:35Z,"indie folk,folk",Columbia,0.479,0.725,2,-4.671,1,0.0335,0.026,0.000129,0.209,0.43,101.938,4
